epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,3548.85,1.60636,1.3899,2.29863,0.8497,0.9074,0.94567,0.67202,1.23725,1.69962,1.9627,0.0009704,0.0009704,0.0009704
28,3620.81,1.56052,1.33292,2.23852,0.90126,0.93827,0.95781,0.70841,1.1847,1.58984,1.92285,0.0009308,0.0009308,0.0009308
29,3692.63,1.56979,1.30475,2.18663,0.91529,0.93375,0.95892,0.71362,1.17629,1.56183,1.91186,0.0008912,0.0008912,0.0008912
30,3763.39,1.54092,1.28232,2.21222,0.95024,0.94314,0.97199,0.70438,1.20703,1.61262,1.89394,0.0008516,0.0008516,0.0008516
31,3854.16,1.61074,1.31708,2.19238,0.84336,0.96296,0.94687,0.66253,1.22355,1.47721,1.99956,0.000812,0.000812,0.000812
32,3941.41,1.48448,1.2549,2.16354,0.92903,0.9697,0.96738,0.66895,1.24764,1.52225,1.87221,0.0007724,0.0007724,0.0007724
33,4014.3,1.44475,1.25298,2.08484,0.78445,0.97531,0.90682,0.61494,1.27597,2.90758,2.11446,0.0007328,0.0007328,0.0007328
34,4086.07,1.41952,1.25885,2.05463,0.97383,0.91876,0.97317,0.74117,1.06029,1.2919,1.8247,0.0006932,0.0006932,0.0006932
35,4159.94,1.50511,1.21362,2.04326,0.97456,0.94603,0.97772,0.78201,0.96384,1.33282,1.7456,0.0006536,0.0006536,0.0006536
36,4232.5,1.40267,1.12035,2.0443,0.9747,0.95119,0.97881,0.75726,1.0699,1.24664,1.69104,0.000614,0.000614,0.000614
37,4306.65,1.42542,1.11385,1.98227,0.97987,0.97531,0.9815,0.81064,0.91918,1.14599,1.63569,0.0005744,0.0005744,0.0005744
38,4745.65,1.24497,1.08357,1.89692,0.97548,0.98253,0.98177,0.75135,1.05088,1.14635,1.75569,0.0005348,0.0005348,0.0005348
39,4819.16,1.29348,1.09339,1.89568,0.98277,0.97531,0.98258,0.7644,1.05622,1.44283,1.7366,0.0004952,0.0004952,0.0004952
40,4895.11,1.33825,1.08447,1.96333,0.98757,0.98057,0.98102,0.76809,0.97403,1.29199,1.7258,0.0004556,0.0004556,0.0004556
41,4969.94,1.06708,1.24842,1.84496,0.97919,0.97531,0.98081,0.76978,1.01196,1.1734,1.65189,0.000416,0.000416,0.000416
42,5042.31,0.95487,1.02346,1.71049,0.88824,0.98127,0.96781,0.75476,1.02502,1.09421,1.60316,0.0003764,0.0003764,0.0003764
43,5124.91,0.95789,0.96505,1.66362,0.97415,0.93066,0.97281,0.80356,0.90034,1.02139,1.56379,0.0003368,0.0003368,0.0003368
44,5215.67,0.90376,0.90559,1.58629,0.97486,0.95765,0.97991,0.8461,0.80752,0.90878,1.58022,0.0002972,0.0002972,0.0002972
45,5284.73,0.89418,0.8949,1.66584,0.97537,0.97773,0.98082,0.79677,0.88281,0.9247,1.63637,0.0002576,0.0002576,0.0002576
46,5373.72,0.86307,0.84897,1.56673,0.98749,0.97488,0.97765,0.80302,0.85005,0.87372,1.556,0.000218,0.000218,0.000218
47,5495.16,0.89672,0.88528,1.58022,0.97531,0.98765,0.97839,0.84578,0.78324,0.84991,1.49197,0.0001784,0.0001784,0.0001784
48,5567.13,0.9059,0.89542,1.58576,0.98392,0.98765,0.97868,0.85196,0.76908,0.85528,1.52055,0.0001388,0.0001388,0.0001388
49,5638.3,0.80178,0.80123,1.54348,0.98542,0.98765,0.97851,0.83745,0.81087,0.8902,1.55776,9.92e-05,9.92e-05,9.92e-05
50,5708.53,0.81788,0.79475,1.53468,0.98578,0.98765,0.97873,0.85321,0.75065,0.87136,1.50863,5.96e-05,5.96e-05,5.96e-05
