epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,27964.4,0.92704,0.67931,1.34763,0.98373,0.92553,0.97056,0.80842,0.71226,0.53327,1.17764,0.0008516,0.0008516,0.0008516
31,28776.2,0.92311,0.67036,1.3272,0.95102,0.96401,0.97393,0.79715,0.71064,0.524,1.15729,0.000812,0.000812,0.000812
32,29482.4,0.92948,0.66859,1.32223,0.96667,0.93972,0.96983,0.80753,0.71109,0.51439,1.16462,0.0007724,0.0007724,0.0007724
33,30255.7,0.91733,0.64088,1.31545,0.96425,0.95745,0.97037,0.79253,0.74864,0.51291,1.17639,0.0007328,0.0007328,0.0007328
34,31121.3,0.88747,0.63008,1.31786,0.9742,0.95035,0.97516,0.81956,0.66551,0.48099,1.14008,0.0006932,0.0006932,0.0006932
35,31833.5,0.89198,0.6195,1.30744,0.97788,0.96099,0.96966,0.79807,0.7166,0.5135,1.15673,0.0006536,0.0006536,0.0006536
36,32546,0.89991,0.63456,1.32012,0.96168,0.96099,0.97123,0.80963,0.70821,0.48584,1.16003,0.000614,0.000614,0.000614
37,33375.8,0.86147,0.60154,1.29293,0.97695,0.95035,0.97484,0.81038,0.69008,0.47712,1.14262,0.0005744,0.0005744,0.0005744
38,34260.9,0.86513,0.60243,1.2933,0.96099,0.96087,0.97092,0.82034,0.66616,0.46431,1.12533,0.0005348,0.0005348,0.0005348
39,35107.1,0.8648,0.59355,1.28807,0.95818,0.95745,0.97627,0.83397,0.63802,0.47111,1.12227,0.0004952,0.0004952,0.0004952
40,35811.9,0.8444,0.58682,1.27968,0.95465,0.97032,0.9774,0.8332,0.65804,0.4514,1.11035,0.0004556,0.0004556,0.0004556
41,36506.6,0.7949,0.50317,1.2519,0.95705,0.96809,0.97582,0.83679,0.62555,0.44238,1.09155,0.000416,0.000416,0.000416
42,37322.1,0.78399,0.47834,1.23022,0.97839,0.9633,0.97932,0.84072,0.63041,0.43086,1.08911,0.0003764,0.0003764,0.0003764
43,38201.7,0.76251,0.46568,1.2119,0.96801,0.96559,0.97799,0.84382,0.62242,0.42387,1.08944,0.0003368,0.0003368,0.0003368
44,39079.2,0.75305,0.45552,1.21349,0.97159,0.97027,0.97845,0.8485,0.60677,0.41763,1.07251,0.0002972,0.0002972,0.0002972
45,39959.2,0.74805,0.44817,1.19676,0.9757,0.96809,0.97735,0.84649,0.60681,0.4114,1.07708,0.0002576,0.0002576,0.0002576
46,40839.4,0.72638,0.44011,1.1825,0.9748,0.97163,0.97695,0.84396,0.60265,0.40332,1.08097,0.000218,0.000218,0.000218
47,41719.3,0.72724,0.42917,1.18606,0.97514,0.97357,0.97963,0.85407,0.58813,0.38887,1.06361,0.0001784,0.0001784,0.0001784
48,42599.1,0.71231,0.41805,1.18326,0.97346,0.97518,0.97952,0.85957,0.57673,0.38449,1.05872,0.0001388,0.0001388,0.0001388
49,43476.1,0.69691,0.4129,1.16681,0.97502,0.96904,0.97952,0.86311,0.5716,0.38327,1.0487,9.92e-05,9.92e-05,9.92e-05
50,44355,0.70483,0.40838,1.16909,0.97368,0.97518,0.97889,0.85904,0.57386,0.37877,1.05065,5.96e-05,5.96e-05,5.96e-05
