epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,15969.2,0.81098,0.66587,1.35965,0.93567,0.90905,0.95488,0.80606,0.7016,0.64254,1.24527,0.0005744,0.0005744,0.0005744
38,16427.2,0.80264,0.63969,1.34251,0.92025,0.92726,0.95625,0.79542,0.74747,0.62981,1.26346,0.0005348,0.0005348,0.0005348
39,16728.7,0.81138,0.64749,1.34435,0.94619,0.90625,0.94728,0.79329,0.71098,0.6418,1.24563,0.0004952,0.0004952,0.0004952
40,17299.9,0.80028,0.61426,1.36323,0.92423,0.95089,0.96247,0.80145,0.72193,0.62869,1.24703,0.0004556,0.0004556,0.0004556
41,17692.1,0.69024,0.60057,1.27031,0.94344,0.95089,0.96899,0.81961,0.69264,0.5478,1.24252,0.000416,0.000416,0.000416
42,18042.5,0.68782,0.54713,1.27755,0.96767,0.93528,0.96476,0.79911,0.67353,0.55565,1.23037,0.0003764,0.0003764,0.0003764
43,18342,0.6595,0.49682,1.24022,0.95488,0.91071,0.9597,0.80761,0.65507,0.53134,1.18141,0.0003368,0.0003368,0.0003368
44,18641,0.63704,0.49239,1.22063,0.96938,0.9375,0.9662,0.81424,0.65986,0.5308,1.20772,0.0002972,0.0002972,0.0002972
45,18942.1,0.60109,0.47166,1.18957,0.96339,0.9398,0.97403,0.8599,0.57512,0.46614,1.14207,0.0002576,0.0002576,0.0002576
46,19243,0.59269,0.46002,1.17046,0.94124,0.96429,0.96873,0.8542,0.59228,0.46998,1.13585,0.000218,0.000218,0.000218
47,19545.3,0.58217,0.44997,1.15343,0.96767,0.91964,0.97105,0.86887,0.54512,0.45958,1.10634,0.0001784,0.0001784,0.0001784
48,19887.5,0.56602,0.44239,1.15996,0.96839,0.95734,0.97184,0.86441,0.54399,0.44483,1.10294,0.0001388,0.0001388,0.0001388
49,20191.9,0.54198,0.41925,1.12629,0.97401,0.9375,0.97076,0.86012,0.5531,0.44678,1.10555,9.92e-05,9.92e-05,9.92e-05
50,20496.5,0.56654,0.43401,1.13456,0.97884,0.93304,0.97157,0.86588,0.52291,0.44645,1.08563,5.96e-05,5.96e-05,5.96e-05
