timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1733148024817105124,-46.02748304032272,26.284012424338638,-5.746216821498628,0.3441373591077576,-0.0656915124565116,0.24683585915915832,0.903507698855231
1733148024983827626,-49.73731144258775,19.526045095511375,5.006340023513939,0.3955090876280964,0.036286619891793895,0.27668556353695006,0.8750433942100583
1733148025116988439,-50.27292899824643,13.154097126182968,13.884019115887295,0.43302988554967,0.1174028725758858,0.29762576393252094,0.8426865303156051
1733148025217649753,-49.100671615798994,7.974529392833129,20.414969549936806,0.45904826795565823,0.17743487841138228,0.3117434896679328,0.8127776745578754
1733148025383602492,-45.09490269382564,-1.04137652106176,30.9325681593356,0.495328302893661,0.27610610530753704,0.3288409427771246,0.7551681437387574
1733148025483694353,-40.70287213783719,-6.459150813345713,36.46335143474263,0.5149362512933157,0.3331538307598088,0.3376264477580069,0.7140431106931582
1733148025583755766,-35.16282342648515,-11.749753547222973,41.33040740333667,0.5318837184542143,0.38851356867920905,0.3443965751205944,0.6689902211846362
1733148025683653077,-28.5494361486273,-16.788844608783307,45.39873266497705,0.5460881552864403,0.4419357856845886,0.3491224748281438,0.6201564202336941
1733148025816883983,-18.416525991490445,-23.017352679060703,49.59832941125825,0.5599070165528434,0.5102628774649532,0.3513270643125098,0.5501865343477919
1733148025983623768,-3.9043122909934977,-29.649092058127017,52.518309623960256,0.5690284766333393,0.5900580073847527,0.3476269288025335,0.4551853019076899
1733148026083668374,5.675714580198568,-32.44371861411327,52.29743835487152,0.5716615673197992,0.6325681555660113,0.34369713145797687,0.39361512018829165
1733148026216951290,18.84323801425344,-35.09077690563917,50.32785005748131,0.569656967539642,0.6845484471239079,0.33445377906175866,0.30826130562413095
1733148026317014732,28.71585457624526,-35.867037045857515,47.16554316814748,0.5651863463734004,0.7183084595621099,0.32575647991781165,0.24182652167649374
1733148026450164875,41.567971745997944,-35.624060608350675,41.2863543485031,0.5537646942974985,0.7576516469632224,0.3105226617613111,0.1512756481929092
1733148026550351592,50.47612105867537,-34.11897128524237,35.330602859963136,0.5423312900746123,0.7814165938098095,0.29752043081363944,0.08213690993182196
1733148026683655477,61.30334512278167,-30.788095069071424,25.979477425383976,0.5218669013137365,0.8066849919182018,0.2771360499199169,-0.010481935027227066
1733148026816954147,70.2623302594649,-25.747555987057574,15.035805156794355,0.4964520802184974,0.8236019243426899,0.25418677591814287,-0.10297711014630749
1733148026950239877,76.89855470890302,-19.131243356128902,2.9013342301082696,0.4662618318639298,0.8320931420840211,0.22903512017586536,-0.19432915573752882
1733148027083555956,80.85367847002992,-11.129209318983596,-9.97122381939901,0.4314065486893466,0.8322263176578324,0.20204050199598197,-0.2836677308028578
1733148027217004367,81.85723112149287,-2.0121799313507647,-23.04235586688983,-0.3920671792685409,-0.8242035310631073,-0.17370432029843907,0.36986304956452815
1733148027350256995,79.77100132719396,7.924496830215421,-35.787176072027115,-0.3482020462941498,-0.8084079348035247,-0.14454797952302578,0.45203741827317556
1733148027483725733,74.57369502263798,18.3326862211643,-47.655660603338625,-0.29962786183158496,-0.7855197651637698,-0.11533932622036246,0.5290356157937964
1733148027617087199,66.3804914742918,28.830570135131516,-58.12020169701248,-0.2457817303687643,-0.756858421575353,-0.08722007885856173,0.5992906878563253
1733148027750326737,55.44076932158597,39.020557408382,-66.72795742241799,-0.18550424063019177,-0.7252440375638822,-0.06179538898388304,0.6601443725326942
1733148027850376308,45.47033034910413,46.11354203101754,-71.56184420595605,-0.137420139359738,-0.7004168161115756,-0.043049258333288265,0.6990556132121588
1733148027983727768,30.648885892148897,54.73517151605898,-76.32945045867035,-0.06298519856716203,-0.6689206901787306,-0.025836731341384533,0.7402097259060156
1733148028117074300,14.185886358807817,61.916397333111746,-78.84934273716203,0.02189201391595101,-0.6219444644101213,-0.014871553847951732,0.7826139915708499
1733148028217396794,0.8932075748089794,65.86805350313747,-78.6081075869751,0.06181607756030121,-0.5793910844125612,0.020581784906370366,0.8124414649612385
1733148028350324153,-17.300106616148426,69.20221793179398,-76.37963598071077,0.11484704673365825,-0.5180752610628735,0.06563939802635974,0.8450441699449381
1733148028483644184,-35.67409949863244,69.89147142342186,-71.56255849030882,0.16739390426814332,-0.45142902706744453,0.10906257947790178,0.8696530734105609
1733148028583701950,-48.970541005489295,68.36257768636598,-66.05821358176559,0.20608906738638708,-0.3985357425547616,0.14068446765686965,0.882555629277972
1733148028750388976,-123.35723590409553,4.186045320196837,-16.798370686734444,0.363720310354741,0.053610345582958435,0.47561331765949366,0.7991404374369103
1733148028883514406,-121.79628039343083,-7.466362674042494,-0.6765690693178505,0.38460291081708287,0.15004111415419893,0.49173542794131225,0.7666580293467016
1733148028983703783,-117.51298617812242,-15.589253203618908,11.42132716612077,0.3980551477013457,0.22133334355062514,0.5005561565173864,0.7362113722251936
1733148029150253391,-106.5134345802919,-28.0032139720424,31.061284538919505,0.4130892370681294,0.33711208609729776,0.5060935002340953,0.6779248429187418
1733148029250248623,-96.44015966536044,-33.77345671903975,41.5826436272491,0.42021757817714706,0.40390277548920767,0.505903468417051,0.6358784597599181
1733148029383708314,-80.48417359013791,-39.88565370934612,54.094134318563185,0.4249668771372078,0.48945500551322774,0.4996670442746191,0.5746040339052285
1733148029550454113,-57.065074057360654,-44.48141013789445,66.49861104405427,0.42359964611733536,0.5896240030881196,0.48243213441818805,0.4900674550225923
1733148029683673297,-35.99192264717898,-44.78477408631368,72.41479817076078,0.41855346108972336,0.6626529351756301,0.46245128241717354,0.4145393818488749
