time,latitude,longitude,altitude,quality,hacc,vacc
2025/01/10 08:48:35.625976316,43.57114816666667,1.4666749999999897,211.69999999999996,4,14.0,14.0
2025/01/10 08:48:36.641135093,43.57114266666667,1.46668033333333,211.69999999999996,4,14.0,14.0
2025/01/10 08:48:37.656282333,43.57113716666665,1.4666861666666597,211.69999999999996,4,14.0,13.0
2025/01/10 08:48:38.681313407,43.571131,1.46669183333333,211.69999999999996,4,14.0,12.0
2025/01/10 08:48:39.454137999,43.571131,1.46669183333333,211.69999999999996,4,14.0,11.0
2025/01/10 08:48:39.740359554,43.57112566666666,1.466697,211.69999999999996,4,14.0,11.0
2025/01/10 08:48:40.512982980,43.57112566666666,1.466697,211.69999999999996,4,14.0,11.0
2025/01/10 08:48:40.799170776,43.5711205,1.46670233333333,211.69999999999996,4,14.0,11.0
2025/01/10 08:48:41.571835701,43.571115333333324,1.46670833333333,211.9,4,22.0,14.0
2025/01/10 08:48:42.587867960,43.571110166666664,1.4667139999999899,211.9,4,17.0,13.0
2025/01/10 08:48:43.602813941,43.57110416666666,1.4667195,211.9,4,14.0,14.0
2025/01/10 08:48:44.628016533,43.571098499999984,1.4667255,211.9,4,15.0,13.0
2025/01/10 08:48:45.643279792,43.571092333333326,1.4667314999999999,211.9,4,14.0,12.0
2025/01/10 08:48:46.658429624,43.57108616666666,1.46673733333333,211.9,4,14.0,11.0
2025/01/10 08:48:47.673497587,43.571080333333335,1.4667441666666596,211.9,4,14.0,11.0
2025/01/10 08:48:48.446440327,43.57107433333332,1.4667496666666597,211.9,4,14.0,12.0
2025/01/10 08:48:48.733636345,43.57107433333332,1.4667496666666597,211.9,4,14.0,12.0
2025/01/10 08:48:49.506264160,43.57107433333332,1.4667496666666597,211.9,4,14.0,13.0
2025/01/10 08:48:49.793511956,43.57106799999998,1.4667554999999897,211.9,4,14.0,13.0
2025/01/10 08:48:50.575316733,43.571061666666665,1.4667614999999898,211.9,4,14.0,12.0
2025/01/10 08:48:51.590256436,43.571055499999986,1.4667671666666597,211.9,4,14.0,14.0
2025/01/10 08:48:52.605268195,43.571049166666654,1.4667731666666597,211.9,4,14.0,13.0
2025/01/10 08:48:53.620587065,43.57104299999998,1.4667793333333299,211.9,4,14.0,15.0
2025/01/10 08:48:54.635489008,43.57103699999998,1.4667853333333298,211.9,4,14.0,15.0
2025/01/10 08:48:55.651739526,43.57103066666666,1.4667914999999898,211.9,4,14.0,16.0
2025/01/10 08:48:56.676715952,43.571024,1.4667985,211.9,4,15.0,16.0
2025/01/10 08:48:57.449394062,43.571024,1.4667985,211.9,4,15.0,16.0
2025/01/10 08:48:57.735740803,43.57101716666666,1.4668051666666597,211.9,4,15.0,16.0
2025/01/10 08:48:58.508054895,43.57101033333333,1.4668119999999998,211.9,4,15.0,15.0
2025/01/10 08:48:58.794308969,43.57101033333333,1.4668119999999998,211.9,4,15.0,15.0
2025/01/10 08:48:59.567144802,43.57100433333332,1.4668191666666597,211.9,4,22.0,16.0
2025/01/10 08:49:00.582140338,43.57099866666667,1.46682633333333,211.9,4,22.0,16.0
2025/01/10 08:49:01.597097912,43.57099233333333,1.4668331666666596,211.8,4,23.0,16.0
2025/01/10 08:49:02.623307893,43.570985833333324,1.4668396666666597,211.8,4,17.0,16.0
2025/01/10 08:49:03.638370725,43.57097933333332,1.4668456666666598,211.8,4,16.0,15.0
2025/01/10 08:49:04.653511891,43.57097283333332,1.4668519999999998,211.8,4,14.0,13.0
2025/01/10 08:49:05.668447261,43.570966333333324,1.4668583333333298,211.8,4,14.0,13.0
2025/01/10 08:49:06.440475298,43.570966333333324,1.4668583333333298,211.8,4,14.0,12.0
2025/01/10 08:49:06.727608020,43.570959999999985,1.4668644999999898,211.8,4,14.0,12.0
2025/01/10 08:49:07.499423223,43.570959999999985,1.4668644999999898,211.8,4,14.0,13.0
2025/01/10 08:49:07.786545871,43.57095483333332,1.4668701666666597,211.8,4,14.0,13.0
2025/01/10 08:49:08.569434945,43.57095216666666,1.4668764999999897,211.8,4,14.0,13.0
2025/01/10 08:49:09.584779370,43.570951,1.46688333333333,211.8,4,14.0,14.0
2025/01/10 08:49:10.599732129,43.57095216666666,1.4668914999999898,211.8,4,14.0,13.0
2025/01/10 08:49:11.615035684,43.57095466666666,1.4668995,211.8,4,14.0,15.0
2025/01/10 08:49:12.630268387,43.57095783333332,1.4669075,211.8,4,14.0,14.0
2025/01/10 08:49:13.645466664,43.57096183333332,1.4669145,211.8,4,14.0,14.0
2025/01/10 08:49:14.670606441,43.570966333333324,1.4669186666666598,211.8,4,14.0,14.0
2025/01/10 08:49:15.444530366,43.570966333333324,1.4669186666666598,211.8,4,14.0,16.0
2025/01/10 08:49:15.730823866,43.5709705,1.46691983333333,211.8,4,14.0,16.0
2025/01/10 08:49:16.503767940,43.5709705,1.46691983333333,211.8,4,14.0,16.0
2025/01/10 08:49:16.789913903,43.57097333333332,1.4669176666666597,211.8,4,14.0,16.0
2025/01/10 08:49:17.562842569,43.570974499999984,1.4669159999999999,211.8,4,14.0,16.0
2025/01/10 08:49:18.578003272,43.570974666666665,1.4669161666666597,211.8,4,14.0,15.0
