time,left_feedback
15391617046,18.270000457763672
15491646120,17.940000534057617
15591977583,17.530000686645508
15692047231,17.219999313354492
15791352416,17.079999923706055
15891421175,16.829999923706055
15991359453,17.399999618530273
16091679064,17.209999084472656
16191558305,17.329999923706055
16250204416,17.079999923706055
16391373397,17.350000381469727
16491439101,17.079999923706055
16591120323,17.139999389648438
16649940267,17.530000686645508
16749794360,17.729999542236328
16850157767,17.940000534057617
16949869582,17.3700008392334
17049848675,17.399999618530273
17149979471,17.459999084472656
17250089637,17.489999771118164
17391283267,17.100000381469727
17490976600,16.84000015258789
17549990174,17.329999923706055
17649977896,17.239999771118164
17790756637,17.469999313354492
17890744526,18.049999237060547
17991148822,17.329999923706055
18090725007,17.06999969482422
18190686692,16.959999084472656
18290652581,17.309999465942383
18390606618,17.8799991607666
18490443174,17.459999084472656
18590597174,17.3700008392334
18690459396,17.309999465942383
18790759192,17.860000610351562
18890576748,17.690000534057617
18990487062,17.440000534057617
19090257970,17.309999465942383
19190526321,17.219999313354492
19290293988,17.239999771118164
19390401303,17.100000381469727
19490605488,17.489999771118164
19548922395,17.399999618530273
19648829636,17.329999923706055
19790463895,17.010000228881836
19849237043,17.549999237060547
19990115006,17.280000686645508
20090403043,17.139999389648438
20148942136,17.149999618530273
20248932506,16.93000030517578
20349100617,17.280000686645508
20448772173,17.3700008392334
20548841469,17.65999984741211
20648766709,17.770000457763672
20748843117,17.3700008392334
20848846580,17.100000381469727
20989900302,17.290000915527344
21089787968,17.139999389648438
21189917894,17.100000381469727
21289837357,16.959999084472656
21389779802,17.290000915527344
21489658116,17.079999923706055
21589673783,16.809999465942383
21689582079,16.760000228881836
21789587653,17.170000076293945
21889674746,17.209999084472656
21989583320,17.260000228881836
22089875153,17.209999084472656
22189379931,17.190000534057617
22289627320,17.420000076293945
22389445820,17.829999923706055
22489378505,17.469999313354492
22589213301,17.149999618530273
22648179690,17.149999618530273
22789273708,17.100000381469727
22889189004,17.139999389648438
22947818041,17.239999771118164
23047948078,17.65999984741211
23147714652,17.829999923706055
23247786412,17.420000076293945
23389114226,17.399999618530273
23447727560,17.469999313354492
23548192856,17.290000915527344
23688996800,17.510000228881836
23747839337,17.829999923706055
23847876189,17.459999084472656
23988764763,17.530000686645508
24088713559,17.549999237060547
24188847948,17.709999084472656
24288801744,17.6200008392334
24388694911,16.950000762939453
24488784189,17.010000228881836
24588666189,17.350000381469727
24688575707,17.420000076293945
24788537096,17.489999771118164
24888645503,17.290000915527344
24988450929,17.100000381469727
25088618651,17.1200008392334
25188491966,17.290000915527344
25288858207,17.260000228881836
25388435929,17.219999313354492
25488505929,17.170000076293945
25588379632,16.979999542236328
25688428706,17.170000076293945
25788474447,17.420000076293945
25888287206,17.899999618530273
25988548262,17.530000686645508
26088228651,17.1200008392334
26188277725,16.65999984741211
26288219780,17.309999465942383
26347055095,17.280000686645508
26446762243,17.510000228881836
26547009132,17.690000534057617
26647099261,17.559999465942383
26746992669,17.420000076293945
26847023132,17.6200008392334
26946766687,17.729999542236328
27046963891,17.280000686645508
27146954835,17.440000534057617
27247038687,17.65999984741211
27346767409,17.510000228881836
27447129465,17.920000076293945
27546872261,17.959999084472656
27687888576,17.549999237060547
27787822613,17.68000030517578
27887751372,16.809999465942383
27987913075,16.790000915527344
28087789909,17.260000228881836
28187685557,17.459999084472656
28287745020,17.920000076293945
28387662075,17.149999618530273
28487666001,16.979999542236328
28587827779,16.809999465942383
28687652964,17.0
28787699445,17.290000915527344
28887726853,17.549999237060547
28987615279,17.770000457763672
29087536334,17.290000915527344
29187714371,17.600000381469727
29287864667,17.209999084472656
29387548982,17.350000381469727
29487451908,17.729999542236328
29587451149,17.65999984741211
29687369704,17.290000915527344
29787523389,17.280000686645508
29887348204,17.260000228881836
29987407852,17.309999465942383
30087223500,17.559999465942383
30146031111,17.68000030517578
30245848241,17.489999771118164
30345823648,17.559999465942383
30487385148,17.469999313354492
30545887963,17.239999771118164
30645935852,17.149999618530273
30745892240,17.350000381469727
30845704352,17.1200008392334
30987294555,17.459999084472656
31087202629,17.729999542236328
31146019611,17.729999542236328
31245721611,17.420000076293945
31345989351,17.420000076293945
31446099925,16.790000915527344
31545860721,16.780000686645508
31645881018,16.90999984741211
31787231203,17.190000534057617
31845688536,17.190000534057617
31945718925,17.260000228881836
32087421703,17.079999923706055
32145702425,17.079999923706055
32245715943,17.149999618530273
32386835980,17.209999084472656
32445708925,17.209999084472656
32586854147,17.399999618530273
32686709962,17.920000076293945
32786781610,17.639999389648438
32886763443,17.68000030517578
32986761684,17.690000534057617
33086758943,17.510000228881836
33186832017,17.280000686645508
33286623165,17.049999237060547
33386539276,17.309999465942383
33486787906,17.75
33586526424,18.040000915527344
33686527072,17.84000015258789
33786737109,17.239999771118164
33886741461,17.290000915527344
33986420368,17.600000381469727
34086575053,17.3700008392334
34186327905,17.3700008392334
34286374238,17.510000228881836
34387458979,17.579999923706055
34444937090,17.579999923706055
34586266368,18.020000457763672
34644934294,18.020000457763672
34786446053,17.899999618530273
34886102497,17.399999618530273
34945038053,17.0
35086196793,16.809999465942383
35144949293,17.309999465942383
35245006053,17.920000076293945
35344706812,17.899999618530273
35444766793,17.3700008392334
35545163904,17.350000381469727
35644876108,16.950000762939453
35744746645,17.170000076293945
35844707349,17.399999618530273
35944892034,17.65999984741211
36044727552,17.899999618530273
36144856478,18.049999237060547
36285943367,17.709999084472656
36344766570,17.459999084472656
36485719200,18.09000015258789
36585793367,18.09000015258789
36685531255,11.539999961853027
36785400126,11.539999961853027
36885535496,11.539999961853027
36985459366,11.539999961853027
37085442922,11.539999961853027
37185448959,0.0
37285363496,0.0
37385411440,0.0
37485272385,0.0
37585345533,0.0
37685560033,0.0
37785192773,0.0
37885289903,0.0
37985284921,0.0
38085345162,0.0
38185165921,0.0
38285034143,0.0
38385092699,0.0
38484893847,0.0
38584864643,0.0
38685162699,0.0
38743835717,0.0
38843841532,0.0
38943786773,0.0
39084884032,0.0
39143558402,0.0
39243678069,0.0
39384873698,0.0
39443550180,0.0
39584769606,0.0
39684647198,0.0
39784706235,0.0
39884577179,0.0
39984766902,0.0
40084494179,0.0
40184302327,0.0
40284518624,0.0
40384527124,0.0
40484399198,0.0
40584435679,0.0
40684401938,0.0
40784327883,0.0
40884282105,0.0
40984304105,0.0
41084264660,0.0
41184395956,0.0
41284225790,0.0
41384392160,0.0
41484368030,0.0
41584409771,0.0
41684216956,0.0
41784258456,0.0
41884102178,0.0
41984327419,0.0
42084307049,0.0
42184283956,0.0
