time,left_feedback
23847166,0.0
123600944,0.0
223518277,0.0
323596407,0.0
382209703,0.0
482174759,0.0
582361555,0.0
682273184,0.0
1055056647,0.0
1062050295,0.0
1064238221,0.0
1082185425,0.0
1182374740,0.0
1323401184,0.0
1423133184,0.0
1523091591,0.0
1622973610,0.0
1723026313,0.0
1823266795,0.0
1922946924,0.0
2022979924,0.0
2122887684,0.0
2222975424,0.0
2322982498,0.0
2423033720,0.0
2523114998,0.0
2622871220,0.0
2722866257,0.0
2822838850,0.0
2922706350,0.0
3022730220,0.0
3122854757,0.0
3222754850,0.0
3281867831,0.0
3381354646,0.0
3523076331,0.0
3622887923,0.0
3722443701,0.0
3822629886,0.0
3922523071,0.0
3981318497,0.0
4081231960,0.0
4181281923,0.0
4281356479,0.0
4381261812,0.0
4522458034,0.0
4581583645,0.0
4681167941,0.0
4822423645,0.0
4881129441,0.0
4981239571,0.0
5122303811,0.0
5222687460,0.0
5322121571,0.0
5422072478,0.0
5522228256,0.0
5621926719,0.0
5721936552,0.0
5822060681,0.0
5922094607,0.0
6022226737,0.0
6121960774,0.0
6221829348,0.0
6321933626,0.0
6421921348,0.0
6521939366,0.0
6621863477,0.0
6722010514,0.0
6821679162,0.0
6921833570,0.0
7022095921,0.0
7080453384,0.0
7221472014,0.0
7321505995,0.0
7380268847,0.0
7480583921,0.0
7580200162,0.0
7680198162,0.0
7821364347,0.0
7921288439,0.0
7980220069,0.0
8121481569,0.0
8221296458,0.0
8321553643,0.0
8421220161,0.0
8521016976,0.0
8621027569,0.0
8721025143,0.0
8821166939,0.0
8920880050,0.0
9020770920,0.0
9120786124,0.0
9220923365,0.0
9320826994,0.0
9420865938,0.0
9479458013,0.0
9620789364,0.0
9720658420,0.0
9779587272,0.0
9879355179,0.0
9979808864,4.130000114440918
10079555346,13.550000190734863
10179745679,16.829999923706055
10279631031,18.09000015258789
10420409919,18.93000030517578
10520349067,19.100000381469727
10620303086,18.8799991607666
10720827512,19.15999984741211
10820227382,19.3799991607666
10920377512,19.360000610351562
11020285345,19.059999465942383
11120398900,18.719999313354492
11220145660,18.760000228881836
11320041326,18.59000015258789
11420203048,17.209999084472656
11519948919,17.530000686645508
11619926141,18.450000762939453
11719988067,18.649999618530273
11819984696,18.489999771118164
11919852493,18.530000686645508
12019876974,18.760000228881836
12078659567,19.1200008392334
12220013511,19.299999237060547
12278789418,19.299999237060547
12378665640,19.6299991607666
12478354307,19.31999969482422
12578485251,18.719999313354492
12678263622,18.780000686645508
12778323807,19.15999984741211
12878237511,19.270000457763672
12978403307,19.34000015258789
13078602325,19.190000534057617
13219330344,19.68000030517578
13319306788,19.6299991607666
13419505695,19.520000457763672
13519349066,19.65999984741211
13619299695,19.610000610351562
13719231677,19.68000030517578
13819260769,19.030000686645508
13919326399,19.450000762939453
14019231751,19.010000228881836
14119285047,19.40999984741211
14219022880,19.209999084472656
14319190473,19.209999084472656
14418994621,19.15999984741211
14518938139,19.030000686645508
14619025250,18.610000610351562
14718760046,18.56999969482422
14818905657,19.1200008392334
14918766583,19.079999923706055
15018886861,18.8799991607666
15119015250,18.68000030517578
15177382102,18.68000030517578
15277609639,18.760000228881836
15377648694,19.15999984741211
15477557324,19.469999313354492
15577346139,18.969999313354492
15677385731,18.780000686645508
15818744157,18.25
15918448490,19.059999465942383
15977396823,19.059999465942383
16118430638,18.90999984741211
16218327601,19.030000686645508
16318428249,19.1200008392334
16418321823,19.100000381469727
16518327916,19.270000457763672
16618152508,19.270000457763672
16718266101,19.1200008392334
16818099619,18.950000762939453
16918046749,18.950000762939453
17018004841,18.969999313354492
17118008267,18.8799991607666
17218152619,18.989999771118164
17317949452,18.8799991607666
17417771619,18.510000228881836
17517814489,18.489999771118164
17617839174,18.6299991607666
17676373063,18.6299991607666
17776420174,18.43000030517578
17876450841,18.549999237060547
17976580748,19.030000686645508
18076494452,18.450000762939453
18176337285,18.56999969482422
18276273248,18.389999389648438
18376243007,18.43000030517578
18476620359,18.6299991607666
18576417507,18.6299991607666
18717834637,18.649999618530273
18817461359,18.739999771118164
18917280303,18.329999923706055
19017310766,18.43000030517578
19117143951,18.81999969482422
19217384618,18.549999237060547
19317277821,18.549999237060547
19416917618,18.700000762939453
19517262303,18.40999984741211
19617115025,19.1200008392334
19717010192,18.860000610351562
19816993155,18.649999618530273
19916880784,18.989999771118164
20017016969,18.81999969482422
20116820136,18.780000686645508
20216801228,18.989999771118164
20275385562,18.989999771118164
20416879173,19.079999923706055
20475357284,19.079999923706055
20575487265,18.799999237060547
20675397210,18.739999771118164
20775416913,18.780000686645508
20875433987,18.989999771118164
20975413858,18.739999771118164
21075401283,18.549999237060547
21175337931,18.90999984741211
21275397635,18.760000228881836
21375259042,18.56999969482422
21475228894,18.610000610351562
21575420728,18.81999969482422
21675409820,18.739999771118164
21775329450,18.90999984741211
21875315431,18.860000610351562
22016420135,18.860000610351562
22075427727,18.860000610351562
22175294412,18.510000228881836
22316341060,18.469999313354492
22416640579,18.25
22475371208,18.25
22616384245,18.389999389648438
22716249116,18.469999313354492
22816445690,18.40999984741211
22916375782,19.139999389648438
23016365875,18.6299991607666
23116455116,18.860000610351562
23216196541,19.030000686645508
23316312134,19.209999084472656
23416219226,18.90999984741211
23516116356,18.760000228881836
23616070078,18.700000762939453
23716013782,18.90999984741211
23816065745,18.59000015258789
23916110819,18.469999313354492
24015960319,18.350000381469727
24115882708,18.40999984741211
24216011670,18.510000228881836
24316143670,18.3700008392334
24415816115,18.719999313354492
24515923041,18.610000610351562
24615750244,18.290000915527344
24715824040,18.3700008392334
24815757411,18.049999237060547
24874449707,18.700000762939453
24974482929,18.84000015258789
25115667892,18.350000381469727
25215982096,18.329999923706055
25274642151,18.209999084472656
25374485114,18.389999389648438
25474470022,18.59000015258789
25574360910,18.549999237060547
25674735466,18.309999465942383
25774222299,18.25
25874366614,18.489999771118164
25974526447,18.549999237060547
26074537151,18.8799991607666
26174342632,19.139999389648438
26315338336,18.780000686645508
26415256614,18.739999771118164
26515512484,18.649999618530273
26615300095,18.68000030517578
26715418113,18.290000915527344
26814989132,18.530000686645508
26873913465,18.530000686645508
27015095984,18.270000457763672
27115024650,18.170000076293945
27214799261,17.920000076293945
27315037539,18.1299991607666
27414912039,18.229999542236328
27514963780,18.450000762939453
27615200946,18.290000915527344
27714773631,18.170000076293945
27814812150,18.170000076293945
27873488909,18.190000534057617
27973785576,18.270000457763672
28073520353,18.209999084472656
28173577279,18.43000030517578
28273296001,18.40999984741211
28373489298,18.309999465942383
28514676649,18.549999237060547
28573450834,18.530000686645508
28714648520,18.530000686645508
28773373242,18.290000915527344
28914355408,18.06999969482422
29014368390,18.329999923706055
29114327742,18.309999465942383
29214398353,18.549999237060547
29314611241,19.079999923706055
29414201982,18.59000015258789
29514374149,18.170000076293945
29614127371,18.510000228881836
29714385167,18.389999389648438
29813980797,18.950000762939453
29914201686,18.3700008392334
30013888685,18.1299991607666
30113940297,18.229999542236328
30214194593,18.530000686645508
30272730463,18.530000686645508
30414015852,18.350000381469727
30513896426,18.110000610351562
30614006741,17.860000610351562
30672598278,18.719999313354492
30813864981,18.610000610351562
30872585166,18.290000915527344
30972532815,18.56999969482422
31072268055,18.40999984741211
31172382833,18.84000015258789
31272717444,18.309999465942383
31372331240,18.530000686645508
31472300685,18.610000610351562
31572240703,18.530000686645508
31672647407,18.149999618530273
31772415888,18.719999313354492
31872342055,18.780000686645508
32013720277,18.59000015258789
32072362258,18.1299991607666
32171962869,18.110000610351562
32313389536,18.149999618530273
32413347036,18.350000381469727
32513308184,18.649999618530273
32613339628,19.190000534057617
32713397369,18.93000030517578
32771902425,19.030000686645508
32913167350,19.079999923706055
33013183443,19.209999084472656
33113068054,18.719999313354492
33213072665,18.530000686645508
33312894517,18.950000762939453
33412959128,19.190000534057617
33513369998,18.649999618530273
33612818331,18.739999771118164
33712799054,18.450000762939453
33813205924,18.649999618530273
33871501924,18.81999969482422
34012671294,18.950000762939453
34071416183,18.950000762939453
34171414202,18.739999771118164
34271516350,18.649999618530273
34371589701,18.84000015258789
34471496109,18.59000015258789
34571417775,18.700000762939453
34671613386,18.780000686645508
34771261609,18.510000228881836
34871313923,18.510000228881836
35012306905,18.950000762939453
35112337016,18.8799991607666
35212244886,18.799999237060547
35312283071,18.049999237060547
35412157534,18.81999969482422
35512124404,18.549999237060547
35612167238,18.719999313354492
35712076515,19.030000686645508
35812109201,19.700000762939453
35912084700,19.030000686645508
36012016719,18.989999771118164
36111937367,18.530000686645508
36211871663,18.90999984741211
36311935311,18.270000457763672
36411762793,18.049999237060547
36511816385,18.190000534057617
36611820330,18.190000534057617
36711759070,18.190000534057617
36811625052,18.190000534057617
36911547996,18.190000534057617
36970378459,0.0
37111573941,0.0
37170303607,0.0
37270346996,0.0
37411488255,0.0
