time,left_command
1610594425,0
1611578017,0
1612577554,0
1613576999,0
1614601258,0
1615599406,0
1616674888,0
1617742758,0
1618825962,0
1619624999,0
1620775462,0
1621616888,0
1622871369,0
1623914517,0
1624620332,0
1625648795,0
1626627314,0
1627650906,0
1628621739,0
1629646869,0
1630621147,0
1631620702,0
1632673554,0
1633682462,0
1634851480,0
1635669610,0
1636642147,0
1637797610,0
1638592351,0
1639579536,0
1640569628,0
1641566851,0
1642576091,0
1643574295,0
1644570332,0
1645615573,0
1646750276,0
1647828425,0
1648604184,0
1649796943,0
1650612091,0
1651778499,0
1652621443,0
1653590313,0
1654760276,0
1655583147,0
1656587388,0
1657583202,0
1658605962,0
1659583054,0
1660573147,0
1661583665,0
1662628554,0
1663631684,0
1664635591,0
1665652221,0
1666647017,0
1667630684,0
1668649258,0
1669686276,0
1670650313,0
1671649962,0
1672632758,0
1673663906,0
1674647165,0
1675632702,0
1676685943,0
1677694036,0
1678777276,0
1679607721,0
1680588943,0
1681586925,0
1682769110,0
1683610647,0
1684586962,0
1685572554,0
1686679017,0
1687577925,0
1688590091,0
1689600832,0
1690595962,0
1691695054,0
1693486351,0
1693767147,0
1694718832,0
1695642313,0
1696957054,0
1697674832,0
1698646591,0
1699604073,0
1700596017,0
1701592628,0
1702615665,0
1703763813,0
1704588313,0
1705602888,0
1706803573,0
1707644776,0
1708652258,0
1709681313,0
1710670573,0
1711639165,0
1712644906,0
1713758276,0
1714877628,0
1715770554,0
1716748813,0
1717750036,0
1718771091,0
1719565702,0
1720577758,0
1721779554,0
1722939091,0
1723696610,0
1724624350,0
1725615369,0
1726612165,0
1727605091,0
1728642776,0
1729834184,0
1730615425,0
1731616202,0
1732610813,0
1733610906,0
1734626128,0
1736081850,0
1736802665,0
1737729721,0
1738852462,0
1739614369,0
1740622165,0
1741737925,0
1742809980,0
1743614350,0
1744601702,0
1745593888,0
1746847776,0
1747618554,0
1748605980,0
1749594443,0
1750614147,0
1751785684,0
1752645369,0
1753615202,0
1754629313,0
1755615517,0
1756643425,0
1757856462,0
1758663925,0
1759660573,0
1760629962,0
1761655332,0
1762829573,0
1763634962,0
1764628128,0
1765653147,0
1766668610,0
1767666369,0
1768645369,0
1769673684,0
1770663610,0
1771653165,0
1772778110,0
1773921350,0
1774701110,0
1775647943,0
1776626980,0
1777678054,0
1778638036,0
1779604480,0
1780597684,0
1781612054,0
1782634295,0
1783615776,0
1784611147,0
1785614517,0
1786627276,0
1787625943,0
1788759906,0
1789662517,0
1790644184,0
1791624258,0
1792618165,0
1793649462,0
1794631295,0
1795618591,0
1796650832,0
1797690350,0
1798653295,0
1799640332,0
1800622276,0
1801651128,0
1802825665,0
1803598128,0
1804594517,0
1805804906,0
1806822795,0
1807621017,0
1808599962,0
1809663184,0
1810636869,0
1811652462,0
1812659369,0
1813667962,0
1814638647,0
1815632258,0
1816630110,0
1817685943,0
1818639350,0
1819622591,0
1820604239,0
1821579332,0
1822642147,0
1823637999,0
1824620221,0
1825603573,0
1826636647,0
1827659369,0
1828854536,0
1829643573,0
1830627721,0
1831609573,0
1832779091,0
1833612610,0
1834610073,0
1835592924,0
1836587943,0
1837589332,0
1838599036,0
1839591202,0
1840582684,0
1841602350,0
1842810869,0
1843615499,0
1844615184,0
1845611610,0
1846615665,0
1847785702,0
1848609573,0
1849596036,0
1850601832,0
1851587184,0
1852586610,0
1853586721,0
1854600702,0
1855591832,0
1856613184,0
1857659665,0
1858625147,0
1859631147,0
1860622850,0
1861613165,0
1862819739,0
1863617739,0
1864607073,0
1865604239,0
1866792258,0
1867608387,0
1868612091,0
1869599665,0
1870614165,0
1871619647,0
1872613295,0
1873603165,0
1874616480,0
1875603128,0
1876601184,0
1877806628,0
1878622258,0
1879716258,0
1880610647,0
1881601721,0
1882611610,0
1883601647,0
1884597813,0
1885599480,0
1886649147,0
1887653128,0
1888646295,0
1889607554,0
1890605943,0
1891585758,0
1892602832,0
1893584887,0
1894604961,0
1895583369,0
1896574017,0
1897572702,0
1898588017,0
1899589591,0
1900595684,0
1901614258,0
1902820350,0
1903645165,0
1904634239,0
1905748147,0
1906867406,0
1907626924,0
1908653924,0
1909608184,0
1910616961,0
1911612424,0
1912788943,0
1913598147,0
1914770813,0
1915607017,0
1916635517,0
1917888184,0
1918633499,0
1919635684,0
1920651573,0
1921665036,0
1922847924,0
1923647443,0
1924668406,0
1925679832,0
1926651924,0
1927632276,0
1928629499,0
1929667758,0
1930891332,0
1931642980,0
1932801128,0
1933647332,0
1934793221,0
1935623702,0
1936611517,0
1937827313,0
1938610517,0
1939611739,0
1940603369,0
1941613110,0
1942621239,0
1943598573,0
1944600610,0
1945598573,0
1946834332,0
1947658313,0
1948640943,0
1949665554,0
1950647591,0
1951627221,0
1952814387,0
1953653795,0
1954627591,0
1955609850,0
1956810221,0
1957776924,0
1958674073,0
1959622665,0
1960612221,0
1961607369,0
1962660461,0
1963792998,0
1964614813,0
1965609424,0
1966700610,0
1967671850,0
1968638702,0
1969645887,0
1970646869,0
1971615165,0
1972593721,0
1973592202,0
1974614573,0
1975591665,0
1976649387,0
1977890017,0
1979036184,0
1979928739,0
1980649943,0
1981860702,0
1982856017,0
1983613906,0
1984649758,0
1985655536,0
1986620610,0
1987603073,0
1988615091,0
1989675517,0
1990636332,0
1991680961,0
1992636480,0
1993646943,0
1994633998,0
1995620147,0
1996616295,0
1997679850,0
1998628480,0
1999613147,0
2000619832,0
2001603387,0
2002608647,0
2003593684,0
2004590924,0
2005586498,0
2006671147,0
2007646073,0
2008621776,0
2009615776,0
2010672424,0
2011665202,0
2012637776,0
2013607332,0
2014604628,0
2015584776,0
2016581573,0
2017582128,0
2018600795,0
2019583739,0
2020588350,0
2021595035,0
2022836813,0
2023678980,0
2024670443,0
2025715980,0
2026682591,0
2027903980,0
2028816443,0
2029649258,0
2030802332,0
2031609850,0
2032644758,0
2033811147,0
2034617387,0
2035603647,0
2036653369,0
2037647498,0
2038627221,0
2039604110,0
2040616869,0
2041606610,0
2042825147,0
2043619258,0
2044625758,0
2045611128,0
2046640350,0
2047651184,0
2048616184,0
2049693665,0
2050665739,0
2051646276,0
2052661535,0
2053669684,0
2054674480,0
2055635406,0
2056616961,0
2057817332,0
2058609850,0
2059592387,0
2060588387,0
2061590165,0
2062609443,0
2063587424,0
2064585554,0
2065586776,0
2066655702,0
2067617276,0
2068601758,0
2069600110,0
2070618165,0
2071612239,0
2072656813,0
2073687147,0
2074785424,0
2075590035,0
2076587591,0
2077740647,0
2078614795,0
2079737628,0
2080587461,0
2081724258,0
2082666721,0
2083648147,0
2084634869,0
2085660869,0
2086829424,0
2087642406,0
2088660258,0
2089662498,0
2090638369,0
2091627535,0
2092615035,0
2093744128,0
2094797072,0
2095770535,0
2096599832,0
2097682017,0
2098786943,0
2099604554,0
2100623313,0
2101660091,0
2102688332,0
2103657202,0
2104635758,0
2105657776,0
2106642813,0
2107629610,0
2108632813,0
2109655147,0
2110640165,0
2111673147,0
2112651369,0
2113645924,0
2114626758,0
2115608924,0
2116612906,0
2117746258,0
2118625943,0
2119596961,0
2120583498,0
2121585776,0
2122671998,0
2123737647,0
2124618535,0
2125660998,0
2126824221,0
2127674350,0
2128838276,0
2129678165,0
2130646091,0
2131639258,0
2132834017,0
2133581202,0
2134596350,0
2135593869,0
2136590739,0
2137773165,0
2138594776,0
2139780776,0
2140584554,0
2141600665,0
2142786369,0
2143616517,0
2144766665,0
2145596072,0
2146603813,0
2147611869,0
2148733128,0
2149579313,0
2150739276,0
2151576350,0
2152584313,0
2153579239,0
2154889591,0
2155627924,0
2156692184,0
2157737480,0
2158695239,0
2159666998,0
2160662721,0
2161693406,0
2162686776,0
2163646369,0
2164612628,0
2165601924,0
2166610795,0
2167624850,0
2168618091,0
2169599998,0
2170603924,0
2171630202,0
2172640332,0
2173661554,0
2174684147,0
2175652647,0
2176635980,0
2177678943,0
2178650665,0
2179622035,0
2180616758,0
2181646776,0
2182636239,0
2183615147,0
2184590647,0
2185582998,0
2186619369,0
2187775535,0
2188609221,0
2189598647,0
2190621684,0
2191611887,0
2192780684,0
2193604795,0
2194605387,0
2195587406,0
2196584276,0
2197577276,0
2198598980,0
2199608813,0
2200587035,0
2201608239,0
2202640813,0
2203613609,0
2204639665,0
2205664591,0
2206632128,0
2207630591,0
2208607813,0
2209601869,0
2210602684,0
2211599221,0
2212589813,0
2213607776,0
2214678943,0
2215592109,0
2216607572,0
2217615980,0
2218614295,0
2219603906,0
2220596869,0
2221593276,0
2222665702,0
2223745869,0
2224796184,0
2225612258,0
2226626591,0
2227605035,0
2228603758,0
2229608480,0
2230773091,0
2231638758,0
2232798795,0
2233702869,0
2234795276,0
2235626906,0
2236783924,0
2237658758,0
2238602072,0
2239595035,0
2240602813,0
2241597887,0
2242772332,0
2244009295,0
2244775406,0
2245673535,0
2246820721,0
2247623924,0
2248600961,0
2249593721,0
2250619332,0
2251609609,0
2252771628,0
2253596461,0
2254754702,0
2255639072,0
2256644183,0
2257656646,0
2258667146,0
2259639554,0
2260631183,0
2261724109,0
2262661406,0
2263641221,0
2264882443,0
2265838906,0
2266725517,0
2267886387,0
2268818869,0
2269613165,0
2270676313,0
2271630813,0
2272803128,0
2273613239,0
2274626591,0
2275698683,0
2276764572,0
2277699683,0
2278647721,0
2279648109,0
2280631443,0
2281747498,0
2282851424,0
2283774683,0
2284817721,0
2285597017,0
2286626980,0
2287610887,0
2288598517,0
2289585146,0
2290609683,0
2291697128,0
2292609721,0
2293603535,0
2294726165,0
2295616146,0
2296626035,0
2297664054,0
2298629072,0
2299602776,0
2300598554,0
2301595906,0
2302615535,0
2303602128,0
2304597943,0
2305602295,0
2306638498,0
2307779924,0
2308593924,0
2309610072,0
2310615535,0
2311765128,0
2312601054,0
2313581128,0
2314596350,0
2315590776,0
2316588758,0
2317679035,0
2318811628,0
2319626498,0
2320612295,0
2321680998,0
2322899554,0
2323744369,0
2324668795,0
2325743850,0
2326840091,0
2327632332,0
2328604720,0
2329594109,0
2330615702,0
2331605350,0
2332596350,0
2333593239,0
2334774183,0
2335700758,0
2336775443,0
2337701646,0
2338658702,0
2339844906,0
2340646313,0
2341674850,0
2342833869,0
2343625887,0
2344618739,0
2345607869,0
2346631072,0
2347803183,0
2348619313,0
2349609109,0
2350629832,0
2351815091,0
2352662054,0
2353664758,0
2354642202,0
2355620591,0
2356649202,0
2357744480,0
2358700220,0
2359622072,0
2360794924,0
2361791313,0
2362694572,0
2363639665,0
2364616591,0
2365653480,0
