time,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
0.0,0.1998357590351218,0.0,0.0,0.0,0.0,-0.001672907724066
0.10008096694946289,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0016600434840887
0.20000910758972168,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0016475327764172
0.30001306533813477,0.1998357590351218,0.0,0.0,0.0,0.0,-0.001635375197325
0.4000232219696045,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0016235753617881
0.9599535465240479,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0016121236773896
0.6001276969909668,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0016010278358047
0.699986457824707,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015902973183285
0.8002591133117676,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015799095134535
0.9000394344329834,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015698988786721
1.0000708103179932,0.1998357590351218,0.0,0.0,0.0,0.0,-0.00156024177424
1.0999970436096191,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015509470417543
1.2001721858978271,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015420196721201
1.300152063369751,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015334651293625
1.4001617431640625,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015252796509498
1.9612412452697754,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015174671407945
1.600071668624878,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015100434512044
1.7000863552093506,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0015030067550092
1.8000507354736328,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014963635034842
1.9000537395477295,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014901184557964
2.0000765323638916,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014842804054858
2.100072145462036,0.1998357590351218,0.0,0.0,0.0,0.0,-0.001478855569018
2.200080633163452,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014738541008103
2.300045967102051,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014692841921401
2.4001517295837402,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014651578228584
2.959965467453003,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014614842928742
2.6001267433166504,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014582768798568
2.700061321258545,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014555478971929
2.8001036643981934,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014533146234562
2.9001126289367676,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014515902590502
3.00008225440979,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014503936727223
3.1001131534576416,0.1998357590351218,0.0,0.0,0.0,0.0,-0.0014497436893582
3.1999800205230713,0.1998357590351218,0.0,0.0,0.0,0.0,0.005557226112971
3.300225019454956,0.1998357590351218,0.0,0.0,0.0,0.0,0.005509398025308
3.400144577026367,0.1998357590351218,0.0,0.0,0.0,0.0,0.0054627253514785
3.960347890853882,0.1998357590351218,0.0,0.0,0.0,0.0,0.0054171679394734
3.60021710395813,0.1998357590351218,0.0,0.0,0.0,0.0,0.0053727404040823
3.7000763416290283,0.1998357590351218,0.0,0.0,0.0,0.0,0.0053294426897763
3.8001434803009033,0.1998357590351218,0.0,0.0,0.0,0.0,0.0052872705596478
3.9002296924591064,0.1998357590351218,0.0,0.0,0.0,0.0,0.0052462144985285
4.000348806381226,0.1998357590351218,0.0,0.0,0.0,0.0,0.0052062727016074
4.10046911239624,0.1998357590351218,0.0,0.0,0.0,0.0,0.0051674493451578
4.200475454330444,0.1998357590351218,0.0,0.0,0.0,0.0,0.0051297193488021
4.30054783821106,0.1998357590351218,0.0,0.0,0.0,0.0,0.0050931351050877
