epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,6023.95,1.24216,0.99726,1.75692,0.95197,0.88028,0.94689,0.75154,0.93578,0.93356,1.48489,0.001208,0.001208,0.001208
22,6310.07,1.18518,0.93248,1.64157,0.96954,0.92958,0.96707,0.76513,0.89694,0.81031,1.45879,0.0011684,0.0011684,0.0011684
23,6680.16,1.22529,0.9475,1.69517,0.92743,0.92254,0.95736,0.74267,0.98431,0.98872,1.50299,0.0011288,0.0011288,0.0011288
24,7024.21,1.24253,0.95418,1.67046,0.91202,0.92254,0.9377,0.74866,0.91136,0.90548,1.40411,0.0010892,0.0010892,0.0010892
25,7368.88,1.09748,0.84708,1.58418,0.93543,0.91549,0.95369,0.76058,0.85186,0.83826,1.36989,0.0010496,0.0010496,0.0010496
26,7715.32,1.09306,0.85365,1.5869,0.96086,0.92958,0.95314,0.76997,0.84958,0.8218,1.37828,0.00101,0.00101,0.00101
27,8045.85,1.06077,0.83842,1.53617,0.96973,0.93662,0.96367,0.7482,0.86078,0.76942,1.36523,0.0009704,0.0009704,0.0009704
28,8256.99,1.06256,0.82904,1.55087,0.95431,0.94366,0.96167,0.76165,0.83768,0.94143,1.31987,0.0009308,0.0009308,0.0009308
29,8491.68,1.02366,0.79508,1.50159,0.9559,0.90845,0.96445,0.78464,0.80232,0.80282,1.30469,0.0008912,0.0008912,0.0008912
30,8716.19,1.03317,0.79011,1.4926,0.97019,0.93662,0.96256,0.76639,0.82612,0.78432,1.31505,0.0008516,0.0008516,0.0008516
31,8917.03,0.94877,0.75643,1.43455,0.957,0.9404,0.9618,0.79069,0.81579,0.71706,1.31331,0.000812,0.000812,0.000812
32,9119.33,0.95994,0.74355,1.43265,0.93648,0.9345,0.95342,0.76325,0.85787,0.71554,1.29486,0.0007724,0.0007724,0.0007724
33,9323.12,0.99574,0.77194,1.48275,0.94174,0.93662,0.9607,0.79806,0.74932,0.67751,1.24436,0.0007328,0.0007328,0.0007328
34,9526.27,0.98659,0.7581,1.4202,0.94989,0.92958,0.95983,0.79931,0.71118,0.71482,1.21591,0.0006932,0.0006932,0.0006932
35,9728.45,0.91361,0.70133,1.4181,0.95675,0.93469,0.95608,0.79336,0.75755,0.6836,1.25844,0.0006536,0.0006536,0.0006536
36,9928.56,0.9078,0.70483,1.40372,0.97293,0.92958,0.96869,0.8022,0.74821,0.62755,1.23483,0.000614,0.000614,0.000614
37,10129,0.90949,0.67463,1.41071,0.95037,0.92958,0.96976,0.81711,0.7166,0.60888,1.20755,0.0005744,0.0005744,0.0005744
38,10333.1,0.91492,0.66851,1.39725,0.9391,0.94366,0.96268,0.8068,0.74117,0.64332,1.19618,0.0005348,0.0005348,0.0005348
39,10533.2,0.86818,0.65394,1.37047,0.9448,0.9507,0.96703,0.83151,0.68416,0.62566,1.19019,0.0004952,0.0004952,0.0004952
40,10734.2,0.8446,0.63925,1.34516,0.96387,0.93662,0.96315,0.83183,0.70784,0.62964,1.20392,0.0004556,0.0004556,0.0004556
41,10932.8,0.74506,0.59703,1.26104,0.97117,0.92958,0.96845,0.84265,0.65295,0.57094,1.17167,0.000416,0.000416,0.000416
42,11141.1,0.7219,0.55819,1.23491,0.96115,0.92958,0.96527,0.83359,0.66339,0.59495,1.18143,0.0003764,0.0003764,0.0003764
43,11392.9,0.6998,0.52787,1.22749,0.94929,0.94366,0.96618,0.84929,0.64164,0.54874,1.17474,0.0003368,0.0003368,0.0003368
44,11642.5,0.68607,0.51519,1.2102,0.98836,0.91549,0.96513,0.84376,0.63791,0.55414,1.17234,0.0002972,0.0002972,0.0002972
45,11891.4,0.69282,0.51967,1.21945,0.94389,0.94771,0.96517,0.85511,0.60622,0.52716,1.15212,0.0002576,0.0002576,0.0002576
46,12142.6,0.64542,0.48788,1.186,0.953,0.94366,0.96773,0.83549,0.61471,0.52173,1.14646,0.000218,0.000218,0.000218
47,12391.6,0.63226,0.47242,1.18038,0.94207,0.9507,0.97134,0.86246,0.59541,0.51311,1.1379,0.0001784,0.0001784,0.0001784
48,12642.6,0.60869,0.45267,1.15194,0.94433,0.95575,0.9697,0.86223,0.59396,0.51684,1.14416,0.0001388,0.0001388,0.0001388
49,12894.8,0.62222,0.46853,1.16991,0.99195,0.92254,0.96984,0.87561,0.57731,0.49777,1.13318,9.92e-05,9.92e-05,9.92e-05
50,13146.1,0.60148,0.46492,1.15741,0.98571,0.92254,0.97129,0.87096,0.57837,0.49116,1.12718,5.96e-05,5.96e-05,5.96e-05
